Call type,Call Sub-type,Batallion 1 Total Calls,Batallion 1 Total Units Resp.,Batallion 2 Total Calls,Batallion 2 Total Units Resp.,Batallion 3 Total Calls,Batallion 3 Total Units Resp.,Batallion 4 Total Calls,Batallion 4 Total Units Resp.,Other Total Calls,Other Total Units Resp.,Week #,Year
FINES,Fines collected,,,,,,,,,,,32,2014
RESIDENTIAL,Private Dwellings,1,4,3,20,,,1,11,,,33,2014
RESIDENTIAL,Apartments,3,18,1,4,,,3,29,,,33,2014
RESIDENTIAL,Hotels and Motels,1,12,,,,,,,,,33,2014
RESIDENTIAL,All Other Residential,,,,,,,1,4,,,33,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,33,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,33,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,33,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,33,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,33,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,33,2014
STRUCTURE FIRE,Other Structures,,,,,,,1,10,,,33,2014
NON-STRUCTURE FIRE,Highway vehicles,,,1,3,,,,,,,33,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,33,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",1,13,1,4,1,1,,,,,33,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,1,7,,,,,,,33,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,2,2,,,,,,,33,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,33,2014
EMERGENCY RESPONSE,Emergency Medical Responses,40,45,95,95,36,36,52,57,,,33,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,33,2014
HAZARD,Hazardous Materials,,,4,26,4,25,2,16,,,33,2014
HAZARD,Other HazMat Responses,3,25,9,27,6,15,2,11,,,33,2014
FALSE ALARM,False Alarms (system malfunction/accidental),20,84,10,47,10,54,14,72,,,33,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,33,2014
FALSE ALARM,Other False alarms,35,38,56,97,58,69,47,60,,,33,2014
TRAINING,Training ,,,,,,,,,,,33,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,33,2014
TRAINING,Other events,,,,,,,,,,,33,2014
INSPECTION,Initial Inspections,,,,,,,,,51,,33,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,144,,33,2014
INSPECTION,Registrations,,,,,,,,,,,33,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,5,5,,,,,,,,,33,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,33,2014
FINES,Fines Imposed,,,,,,,,,,,33,2014
FINES,Fines collected,,,,,,,,,,,33,2014
RESIDENTIAL,Private Dwellings,,,2,19,,,1,10,,,34,2014
RESIDENTIAL,Apartments,3,18,2,20,2,24,,,,,34,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,34,2014
RESIDENTIAL,All Other Residential,,,,,,,1,7,,,34,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,34,2014
STRUCTURE FIRE,Schools and Colleges,,,,,1,7,,,,,34,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,2,14,,,,,,,34,2014
STRUCTURE FIRE,Stores and Offices,,,,,1,4,,,,,34,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,34,2014
STRUCTURE FIRE,Storage in Structures,,,,,1,1,,,,,34,2014
STRUCTURE FIRE,Other Structures,,,1,4,1,11,,,,,34,2014
NON-STRUCTURE FIRE,Highway vehicles,1,3,,,,,2,6,,,34,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,1,2,,,,,34,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,34,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,34,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",1,1,1,1,2,2,1,10,,,34,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,34,2014
EMERGENCY RESPONSE,Emergency Medical Responses,32,34,77,87,30,35,52,62,,,34,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,34,2014
HAZARD,Hazardous Materials,4,30,3,13,3,16,2,5,,,34,2014
HAZARD,Other HazMat Responses,6,9,3,7,8,27,7,19,,,34,2014
FALSE ALARM,False Alarms (system malfunction/accidental),21,92,9,43,15,81,15,61,,,34,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,34,2014
FALSE ALARM,Other False alarms,34,89,55,72,43,64,43,78,,,34,2014
TRAINING,Training ,,,,,,,,,,,34,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,34,2014
TRAINING,Other events,,,,,,,,,,,34,2014
INSPECTION,Initial Inspections,,,,,,,,,31,,34,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,107,,34,2014
INSPECTION,Registrations,,,,,,,,,,,34,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,4,4,,,,,,,,,34,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,34,2014
FINES,Fines Imposed,,,,,,,,,,,34,2014
FINES,Fines collected,,,,,,,,,,,34,2014
RESIDENTIAL,Private Dwellings,,,4,33,1,2,1,10,,,35,2014
RESIDENTIAL,Apartments,3,18,2,15,2,24,2,15,,,35,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,35,2014
RESIDENTIAL,All Other Residential,,,,,,,2,14,,,35,2014
STRUCTURE FIRE,Public Assembly,,,1,1,,,1,10,,,35,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,35,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,5,27,,,,,,,35,2014
STRUCTURE FIRE,Stores and Offices,,,,,1,4,,,,,35,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,35,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,35,2014
STRUCTURE FIRE,Other Structures,,,,,1,11,,,,,35,2014
NON-STRUCTURE FIRE,Highway vehicles,,,1,5,,,,,,,35,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,35,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,1,10,,,,,,,35,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,3,13,1,1,,,,,35,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,1,10,,,,,35,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,35,2014
EMERGENCY RESPONSE,Emergency Medical Responses,54,58,106,130,45,56,62,68,,,35,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,35,2014
HAZARD,Hazardous Materials,4,10,4,15,3,24,4,21,,,35,2014
HAZARD,Other HazMat Responses,10,21,12,44,6,10,4,14,,,35,2014
FALSE ALARM,False Alarms (system malfunction/accidental),28,112,18,74,17,68,19,79,,,35,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,35,2014
FALSE ALARM,Other False alarms,52,99,75,127,44,60,41,75,,,35,2014
TRAINING,Training ,,,,,,,,,,,35,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,35,2014
TRAINING,Other events,,,,,,,,,,,35,2014
INSPECTION,Initial Inspections,,,,,,,,,52,,35,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,133,,35,2014
INSPECTION,Registrations,,,,,,,,,,,35,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,6,6,,,,,,,,,35,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,35,2014
FINES,Fines Imposed,,,,,,,,,,,35,2014
FINES,Fines collected,,,,,,,,,,,35,2014
RESIDENTIAL,Private Dwellings,,,3,35,,,2,24,,,36,2014
RESIDENTIAL,Apartments,,,1,11,2,12,1,4,,,36,2014
RESIDENTIAL,Hotels and Motels,1,4,,,,,1,4,,,36,2014
RESIDENTIAL,All Other Residential,,,,,,,,,,,36,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,36,2014
STRUCTURE FIRE,Schools and Colleges,1,7,,,1,7,,,,,36,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,1,4,,,,,,,36,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,36,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,36,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,36,2014
STRUCTURE FIRE,Other Structures,1,1,1,2,,,,,,,36,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,,,2,5,,,36,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,36,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,36,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,36,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",4,15,,,,,,,,,36,2014
NON-STRUCTURE FIRE,All Other Fires,1,10,,,,,,,,,36,2014
EMERGENCY RESPONSE,Emergency Medical Responses,48,62,95,106,45,53,42,54,,,36,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,36,2014
HAZARD,Hazardous Materials,3,4,4,20,5,19,4,14,,,36,2014
HAZARD,Other HazMat Responses,9,46,10,34,10,29,7,37,,,36,2014
FALSE ALARM,False Alarms (system malfunction/accidental),26,105,14,51,19,94,20,94,,,36,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,36,2014
FALSE ALARM,Other False alarms,53,79,43,70,48,82,25,72,,,36,2014
TRAINING,Training ,,,,,,,,,,,36,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,36,2014
TRAINING,Other events,,,,,,,,,,,36,2014
INSPECTION,Initial Inspections,,,,,,,,,35,,36,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,82,,36,2014
INSPECTION,Registrations,,,,,,,,,,,36,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,2,4,,,,,,,,,36,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,36,2014
FINES,Fines Imposed,,,,,,,,,,,36,2014
FINES,Fines collected,,,,,,,,,,,36,2014
RESIDENTIAL,Private Dwellings,1,11,5,25,,,,,,,37,2014
RESIDENTIAL,Apartments,3,12,3,23,1,4,4,22,,,37,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,37,2014
RESIDENTIAL,All Other Residential,,,1,4,,,1,4,,,37,2014
STRUCTURE FIRE,Public Assembly,2,2,,,1,15,1,4,,,37,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,37,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,1,15,,,37,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,37,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,37,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,37,2014
STRUCTURE FIRE,Other Structures,,,,,,,1,1,,,37,2014
NON-STRUCTURE FIRE,Highway vehicles,,,2,5,,,,,,,37,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,37,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,1,1,,,37,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,2,2,,,,,,,37,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",2,21,1,1,,,,,,,37,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,37,2014
EMERGENCY RESPONSE,Emergency Medical Responses,36,51,92,99,41,46,58,63,,,37,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,37,2014
HAZARD,Hazardous Materials,5,28,5,13,3,11,7,38,,,37,2014
HAZARD,Other HazMat Responses,4,27,7,47,10,40,6,9,,,37,2014
FALSE ALARM,False Alarms (system malfunction/accidental),21,101,18,84,8,32,20,90,,,37,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,37,2014
FALSE ALARM,Other False alarms,46,88,47,71,37,48,24,37,,,37,2014
TRAINING,Training ,,,,,,,,,,,37,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,37,2014
TRAINING,Other events,,,,,,,,,,,37,2014
INSPECTION,Initial Inspections,,,,,,,,,51,,37,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,97,,37,2014
INSPECTION,Registrations,,,,,,,,,,,37,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,,,,,,,,,,,37,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,37,2014
FINES,Fines Imposed,,,,,,,,,,,37,2014
FINES,Fines collected,,,,,,,,,,,37,2014
RESIDENTIAL,Private Dwellings,,,5,24,1,1,3,28,,,38,2014
RESIDENTIAL,Apartments,2,13,3,18,2,13,4,33,,,38,2014
RESIDENTIAL,Hotels and Motels,1,4,,,,,,,,,38,2014
RESIDENTIAL,All Other Residential,3,12,,,,,1,12,,,38,2014
STRUCTURE FIRE,Public Assembly,1,1,,,,,1,4,,,38,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,38,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,38,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,38,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,38,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,38,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,38,2014
NON-STRUCTURE FIRE,Highway vehicles,,,2,5,,,,,,,38,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,38,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,38,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,1,1,,,38,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,1,9,1,1,,,38,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,1,9,,,,,38,2014
EMERGENCY RESPONSE,Emergency Medical Responses,53,55,95,99,54,63,46,50,,,38,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,38,2014
HAZARD,Hazardous Materials,1,1,4,25,4,23,2,10,,,38,2014
HAZARD,Other HazMat Responses,1,1,7,7,2,10,4,20,,,38,2014
FALSE ALARM,False Alarms (system malfunction/accidental),17,76,18,72,11,48,23,113,,,38,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,38,2014
FALSE ALARM,Other False alarms,54,77,31,48,33,74,29,45,,,38,2014
TRAINING,Training ,,,,,,,,,,,38,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,38,2014
TRAINING,Other events,,,,,,,,,,,38,2014
INSPECTION,Initial Inspections,,,,,,,,,43,,38,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,154,,38,2014
INSPECTION,Registrations,,,,,,,,,,,38,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,4,4,,,,,,,,,38,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,38,2014
FINES,Fines Imposed,,,,,,,,,,,38,2014
FINES,Fines collected,,,,,,,,,,,38,2014
RESIDENTIAL,Private Dwellings,2,13,,,1,4,,,,,39,2014
RESIDENTIAL,Apartments,2,8,1,4,4,30,5,31,,,39,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,39,2014
RESIDENTIAL,All Other Residential,,,1,1,,,1,7,,,39,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,39,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,39,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,1,4,,,,,,,39,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,39,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,39,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,39,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,39,2014
NON-STRUCTURE FIRE,Highway vehicles,,,2,14,,,1,4,,,39,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,39,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,39,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,39,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",2,11,1,9,1,1,1,1,,,39,2014
NON-STRUCTURE FIRE,All Other Fires,1,10,,,1,1,,,,,39,2014
EMERGENCY RESPONSE,Emergency Medical Responses,47,53,104,116,33,45,43,46,,,39,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,39,2014
HAZARD,Hazardous Materials,1,8,1,8,1,8,6,28,,,39,2014
HAZARD,Other HazMat Responses,1,8,1,9,3,3,5,6,,,39,2014
FALSE ALARM,False Alarms (system malfunction/accidental),26,130,15,77,15,66,11,49,,,39,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,39,2014
FALSE ALARM,Other False alarms,43,69,43,77,46,74,30,50,,,39,2014
TRAINING,Training ,,,,,,,,,,,39,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,39,2014
TRAINING,Other events,,,,,,,,,,,39,2014
INSPECTION,Initial Inspections,,,,,,,,,54,,39,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,141,,39,2014
INSPECTION,Registrations,,,,,,,,,,,39,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,3,6,,,,,,,,,39,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,39,2014
FINES,Fines Imposed,,,,,,,,,,,39,2014
FINES,Fines collected,,,,,,,,,,,39,2014
RESIDENTIAL,Private Dwellings,,,1,14,1,9,,,,,40,2014
RESIDENTIAL,Apartments,1,4,1,12,4,23,2,8,,,40,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,40,2014
RESIDENTIAL,All Other Residential,2,13,,,,,,,,,40,2014
STRUCTURE FIRE,Public Assembly,1,4,,,,,1,4,,,40,2014
STRUCTURE FIRE,Schools and Colleges,,,1,7,,,,,,,40,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,40,2014
STRUCTURE FIRE,Stores and Offices,1,16,,,,,1,4,,,40,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,40,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,40,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,40,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,2,18,1,2,,,40,2014
NON-STRUCTURE FIRE,Other Vehicles,,,1,2,,,,,,,40,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,1,1,,,40,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,40,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",1,2,1,1,,,,,,,40,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,40,2014
EMERGENCY RESPONSE,Emergency Medical Responses,35,42,87,93,46,52,54,60,,,40,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,40,2014
HAZARD,Hazardous Materials,6,17,9,31,3,3,1,1,,,40,2014
HAZARD,Other HazMat Responses,6,9,6,6,3,30,4,6,,,40,2014
FALSE ALARM,False Alarms (system malfunction/accidental),24,108,17,71,9,39,18,83,,,40,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,40,2014
FALSE ALARM,Other False alarms,41,69,45,86,31,48,29,45,,,40,2014
TRAINING,Training ,,,,,,,,,,,40,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,40,2014
TRAINING,Other events,,,,,,,,,,,40,2014
INSPECTION,Initial Inspections,,,,,,,,,24,,40,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,157,,40,2014
INSPECTION,Registrations,,,,,,,,,,,40,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,4,4,,,,,,,,,40,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,40,2014
FINES,Fines Imposed,,,,,,,,,,,40,2014
FINES,Fines collected,,,,,,,,,,,40,2014
RESIDENTIAL,Private Dwellings,1,13,3,22,1,4,,,,,41,2014
RESIDENTIAL,Apartments,2,8,5,38,2,13,3,22,,,41,2014
RESIDENTIAL,Hotels and Motels,1,4,,,,,,,,,41,2014
RESIDENTIAL,All Other Residential,,,,,,,,,,,41,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,41,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,41,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,41,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,41,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,41,2014
STRUCTURE FIRE,Storage in Structures,1,12,,,,,,,,,41,2014
STRUCTURE FIRE,Other Structures,,,1,1,1,1,,,,,41,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,,,,,,,41,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,41,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,41,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,2,10,,,41,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,,,,,41,2014
NON-STRUCTURE FIRE,All Other Fires,,,1,9,,,,,,,41,2014
EMERGENCY RESPONSE,Emergency Medical Responses,60,67,81,84,47,48,46,49,,,41,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,41,2014
HAZARD,Hazardous Materials,2,9,4,18,1,1,5,20,,,41,2014
HAZARD,Other HazMat Responses,8,8,6,42,3,8,2,10,,,41,2014
FALSE ALARM,False Alarms (system malfunction/accidental),20,96,12,66,7,26,15,68,,,41,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,41,2014
FALSE ALARM,Other False alarms,46,69,39,74,36,51,28,49,,,41,2014
TRAINING,Training ,,,,,,,,,,,41,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,41,2014
TRAINING,Other events,,,,,,,,,,,41,2014
INSPECTION,Initial Inspections,,,,,,,,,37,,41,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,145,,41,2014
INSPECTION,Registrations,,,,,,,,,,,41,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,,,,,,,,,,,41,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,41,2014
FINES,Fines Imposed,,,,,,,,,,,41,2014
FINES,Fines collected,,,,,,,,,,,41,2014
RESIDENTIAL,Private Dwellings,,,1,4,1,4,1,8,,,42,2014
RESIDENTIAL,Apartments,2,8,3,17,1,4,5,53,,,42,2014
RESIDENTIAL,Hotels and Motels,1,4,,,,,,,,,42,2014
RESIDENTIAL,All Other Residential,1,4,,,,,,,,,42,2014
STRUCTURE FIRE,Public Assembly,,,1,9,1,4,,,,,42,2014
STRUCTURE FIRE,Schools and Colleges,,,1,7,,,,,,,42,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,42,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,42,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,42,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,42,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,42,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,2,6,,,,,42,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,42,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,42,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,42,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,1,9,,,,,,,42,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,42,2014
EMERGENCY RESPONSE,Emergency Medical Responses,47,57,103,111,34,45,62,68,,,42,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,42,2014
HAZARD,Hazardous Materials,4,11,7,50,1,1,5,39,,,42,2014
HAZARD,Other HazMat Responses,4,20,4,21,6,33,3,16,,,42,2014
FALSE ALARM,False Alarms (system malfunction/accidental),14,71,10,49,4,23,17,85,,,42,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,42,2014
FALSE ALARM,Other False alarms,37,54,31,64,21,58,30,50,,,42,2014
TRAINING,Training ,,,,,,,,,,,42,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,42,2014
TRAINING,Other events,,,,,,,,,,,42,2014
INSPECTION,Initial Inspections,,,,,,,,,60,,42,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,114,,42,2014
INSPECTION,Registrations,,,,,,,,,,,42,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,3,3,,,,,,,,,42,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,42,2014
