Call type,Call Sub-type,Batallion 1 Total Calls,Batallion 1 Total Units Resp.,Batallion 2 Total Calls,Batallion 2 Total Units Resp.,Batallion 3 Total Calls,Batallion 3 Total Units Resp.,Batallion 4 Total Calls,Batallion 4 Total Units Resp.,Other Total Calls,Other Total Units Resp.,Week #,Year
FINES,Fines Imposed,,,,,,,,,,,42,2014
FINES,Fines collected,,,,,,,,,,,42,2014
RESIDENTIAL,Private Dwellings,1,10,5,42,1,14,,,,,43,2014
RESIDENTIAL,Apartments,5,27,3,20,2,16,3,17,,,43,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,43,2014
RESIDENTIAL,All Other Residential,,,,,,,,,,,43,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,43,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,43,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,43,2014
STRUCTURE FIRE,Stores and Offices,,,,,1,4,,,,,43,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,43,2014
STRUCTURE FIRE,Storage in Structures,,,1,4,,,,,,,43,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,43,2014
NON-STRUCTURE FIRE,Highway vehicles,,,1,2,,,,,,,43,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,43,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,43,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,43,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,,,,,43,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,43,2014
EMERGENCY RESPONSE,Emergency Medical Responses,35,37,76,82,42,48,46,53,,,43,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,43,2014
HAZARD,Hazardous Materials,1,1,10,35,3,10,7,29,,,43,2014
HAZARD,Other HazMat Responses,4,14,3,9,8,17,8,35,,,43,2014
FALSE ALARM,False Alarms (system malfunction/accidental),20,89,13,59,9,39,19,93,,,43,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,43,2014
FALSE ALARM,Other False alarms,34,71,36,62,30,59,19,45,,,43,2014
TRAINING,Training ,,,,,,,,,,,43,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,43,2014
TRAINING,Other events,,,,,,,,,,,43,2014
INSPECTION,Initial Inspections,,,,,,,,,36,,43,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,129,,43,2014
INSPECTION,Registrations,,,,,,,,,,,43,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,4,4,,,,,,,,,43,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,43,2014
FINES,Fines Imposed,,,,,,,,,,,43,2014
FINES,Fines collected,,,,,,,,,,,43,2014
RESIDENTIAL,Private Dwellings,2,13,2,8,1,4,,,,,44,2014
RESIDENTIAL,Apartments,5,29,2,9,4,29,,,,,44,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,44,2014
RESIDENTIAL,All Other Residential,,,,,,,1,23,,,44,2014
STRUCTURE FIRE,Public Assembly,,,1,1,,,,,,,44,2014
STRUCTURE FIRE,Schools and Colleges,,,,,2,14,1,7,,,44,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,44,2014
STRUCTURE FIRE,Stores and Offices,,,,,1,4,,,,,44,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,44,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,44,2014
STRUCTURE FIRE,Other Structures,,,,,2,3,,,,,44,2014
NON-STRUCTURE FIRE,Highway vehicles,,,1,2,1,3,,,,,44,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,44,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",1,2,1,1,,,,,,,44,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,44,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,,,,,44,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,44,2014
EMERGENCY RESPONSE,Emergency Medical Responses,43,45,100,106,30,34,40,45,,,44,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,44,2014
HAZARD,Hazardous Materials,2,16,9,27,7,7,2,9,,,44,2014
HAZARD,Other HazMat Responses,2,5,4,17,3,4,3,11,,,44,2014
FALSE ALARM,False Alarms (system malfunction/accidental),14,60,15,61,7,34,16,72,,,44,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,44,2014
FALSE ALARM,Other False alarms,38,68,28,46,32,61,31,77,,,44,2014
TRAINING,Training ,,,,,,,,,,,44,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,44,2014
TRAINING,Other events,,,,,,,,,,,44,2014
INSPECTION,Initial Inspections,,,,,,,,,55,,44,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,136,,44,2014
INSPECTION,Registrations,,,,,,,,,,,44,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,,,,,,,,,,,44,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,44,2014
FINES,Fines Imposed,,,,,,,,,,,44,2014
FINES,Fines collected,,,,,,,,,,,44,2014
RESIDENTIAL,Private Dwellings,1,8,2,18,2,14,,,,,45,2014
RESIDENTIAL,Apartments,4,24,3,27,3,27,2,13,,,45,2014
RESIDENTIAL,Hotels and Motels,1,11,,,,,,,,,45,2014
RESIDENTIAL,All Other Residential,1,4,,,,,,,,,45,2014
STRUCTURE FIRE,Public Assembly,2,8,,,,,,,,,45,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,45,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,45,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,45,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,45,2014
STRUCTURE FIRE,Storage in Structures,1,1,,,,,,,,,45,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,45,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,,,1,10,,,45,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,45,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,45,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",1,1,,,,,,,,,45,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,1,1,,,45,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,45,2014
EMERGENCY RESPONSE,Emergency Medical Responses,52,58,87,99,38,41,44,55,,,45,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,45,2014
HAZARD,Hazardous Materials,1,1,4,21,,,3,4,,,45,2014
HAZARD,Other HazMat Responses,2,12,4,23,1,1,3,11,,,45,2014
FALSE ALARM,False Alarms (system malfunction/accidental),25,116,12,60,19,102,16,67,,,45,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,45,2014
FALSE ALARM,Other False alarms,41,65,33,63,44,69,42,70,,,45,2014
TRAINING,Training ,,,,,,,,,,,45,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,45,2014
TRAINING,Other events,,,,,,,,,,,45,2014
INSPECTION,Initial Inspections,,,,,,,,,36,,45,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,139,,45,2014
INSPECTION,Registrations,,,,,,,,,,,45,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,4,4,,,,,,,,,45,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,45,2014
FINES,Fines Imposed,,,,,,,,,,,45,2014
FINES,Fines collected,,,,,,,,,,,45,2014
RESIDENTIAL,Private Dwellings,1,8,3,25,,,,,,,46,2014
RESIDENTIAL,Apartments,4,16,4,26,1,21,5,37,,,46,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,46,2014
RESIDENTIAL,All Other Residential,2,8,,,1,8,2,12,,,46,2014
STRUCTURE FIRE,Public Assembly,1,4,1,7,2,13,,,,,46,2014
STRUCTURE FIRE,Schools and Colleges,1,4,,,,,,,,,46,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,46,2014
STRUCTURE FIRE,Stores and Offices,,,1,9,,,,,,,46,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,46,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,46,2014
STRUCTURE FIRE,Other Structures,1,1,,,,,,,,,46,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,,,,,,,46,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,46,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,46,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,1,1,,,46,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,1,3,,,,,,,46,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,46,2014
EMERGENCY RESPONSE,Emergency Medical Responses,35,37,87,92,38,45,63,69,,,46,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,46,2014
HAZARD,Hazardous Materials,1,8,6,20,4,11,1,1,,,46,2014
HAZARD,Other HazMat Responses,1,4,6,33,2,2,2,3,,,46,2014
FALSE ALARM,False Alarms (system malfunction/accidental),21,85,20,91,10,59,20,90,,,46,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,46,2014
FALSE ALARM,Other False alarms,42,64,33,75,44,52,25,47,,,46,2014
TRAINING,Training ,,,,,,,,,,,46,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,46,2014
TRAINING,Other events,,,,,,,,,,,46,2014
INSPECTION,Initial Inspections,,,,,,,,,64,,46,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,81,,46,2014
INSPECTION,Registrations,,,,,,,,,,,46,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,3,6,,,,,,,,,46,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,46,2014
FINES,Fines Imposed,,,,,,,,,,,46,2014
FINES,Fines collected,,,,,,,,,,,46,2014
RESIDENTIAL,Private Dwellings,2,18,4,31,,,1,9,,,47,2014
RESIDENTIAL,Apartments,2,16,7,46,4,16,5,29,,,47,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,47,2014
RESIDENTIAL,All Other Residential,,,,,,,,,,,47,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,47,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,47,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,47,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,47,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,47,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,47,2014
STRUCTURE FIRE,Other Structures,,,,,1,1,,,,,47,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,,,,,,,47,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,47,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,47,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",1,1,,,,,1,1,,,47,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,1,9,1,11,,,,,47,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,1,4,,,,,47,2014
EMERGENCY RESPONSE,Emergency Medical Responses,37,39,94,101,35,38,27,28,,,47,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,47,2014
HAZARD,Hazardous Materials,4,18,8,11,4,18,5,20,,,47,2014
HAZARD,Other HazMat Responses,8,51,7,20,1,1,6,15,,,47,2014
FALSE ALARM,False Alarms (system malfunction/accidental),22,99,17,70,12,64,20,96,,,47,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,47,2014
FALSE ALARM,Other False alarms,41,111,36,90,29,46,39,98,,,47,2014
TRAINING,Training ,,,,,,,,,,,47,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,47,2014
TRAINING,Other events,,,,,,,,,,,47,2014
INSPECTION,Initial Inspections,,,,,,,,,67,,47,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,75,,47,2014
INSPECTION,Registrations,,,,,,,,,,,47,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,13,19,,,,,,,,,47,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,47,2014
FINES,Fines Imposed,,,,,,,,,,,47,2014
FINES,Fines collected,,,,,,,,,,,47,2014
RESIDENTIAL,Private Dwellings,,,3,23,1,4,2,11,,,48,2014
RESIDENTIAL,Apartments,5,25,5,30,6,24,4,26,,,48,2014
RESIDENTIAL,Hotels and Motels,1,11,,,,,1,4,,,48,2014
RESIDENTIAL,All Other Residential,3,12,2,9,,,,,,,48,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,48,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,1,15,,,48,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,1,4,,,,,,,48,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,1,12,,,48,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,48,2014
STRUCTURE FIRE,Storage in Structures,,,1,4,,,,,,,48,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,48,2014
NON-STRUCTURE FIRE,Highway vehicles,1,2,,,1,3,,,,,48,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,48,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,48,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,48,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,,,,,48,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,48,2014
EMERGENCY RESPONSE,Emergency Medical Responses,34,39,107,113,25,29,39,41,,,48,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,48,2014
HAZARD,Hazardous Materials,4,15,13,66,5,22,4,26,,,48,2014
HAZARD,Other HazMat Responses,7,29,7,28,1,3,4,21,,,48,2014
FALSE ALARM,False Alarms (system malfunction/accidental),21,110,23,107,10,41,10,48,,,48,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,48,2014
FALSE ALARM,Other False alarms,25,55,38,98,30,69,30,65,,,48,2014
TRAINING,Training ,,,,,,,,,,,48,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,48,2014
TRAINING,Other events,,,,,,,,,,,48,2014
INSPECTION,Initial Inspections,,,,,,,,,54,,48,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,89,,48,2014
INSPECTION,Registrations,,,,,,,,,,,48,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,,,,,,,,,,,48,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,48,2014
FINES,Fines Imposed,,,,,,,,,,,48,2014
FINES,Fines collected,,,,,,,,,,,48,2014
RESIDENTIAL,Private Dwellings,,,7,72,1,15,2,18,,,49,2014
RESIDENTIAL,Apartments,2,13,1,9,3,12,5,31,,,49,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,49,2014
RESIDENTIAL,All Other Residential,,,,,1,4,2,14,,,49,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,49,2014
STRUCTURE FIRE,Schools and Colleges,,,1,7,1,7,,,,,49,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,49,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,1,2,,,49,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,49,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,49,2014
STRUCTURE FIRE,Other Structures,1,15,1,9,,,,,,,49,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,1,2,,,,,49,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,49,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,49,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,49,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,,,,,49,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,49,2014
EMERGENCY RESPONSE,Emergency Medical Responses,42,43,104,118,40,40,51,54,,,49,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,49,2014
HAZARD,Hazardous Materials,5,32,6,20,3,10,3,20,,,49,2014
HAZARD,Other HazMat Responses,3,8,7,15,7,38,,,,,49,2014
FALSE ALARM,False Alarms (system malfunction/accidental),19,83,10,49,12,53,17,83,,,49,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,49,2014
FALSE ALARM,Other False alarms,45,59,31,72,31,46,21,33,,,49,2014
TRAINING,Training ,,,,,,,,,,,49,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,49,2014
TRAINING,Other events,,,,,,,,,,,49,2014
INSPECTION,Initial Inspections,,,,,,,,,35,,49,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,42,,49,2014
INSPECTION,Registrations,,,,,,,,,,,49,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,5,5,,,,,,,,,49,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,49,2014
FINES,Fines Imposed,,,,,,,,,,,49,2014
FINES,Fines collected,,,,,,,,,,,49,2014
RESIDENTIAL,Private Dwellings,,,7,66,1,9,2,18,,,50,2014
RESIDENTIAL,Apartments,2,11,2,8,1,11,3,20,,,50,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,50,2014
RESIDENTIAL,All Other Residential,1,4,,,,,,,,,50,2014
STRUCTURE FIRE,Public Assembly,,,1,9,,,,,,,50,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,50,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,1,4,,,,,,,50,2014
STRUCTURE FIRE,Stores and Offices,,,,,1,4,,,,,50,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,50,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,50,2014
STRUCTURE FIRE,Other Structures,,,,,,,1,10,,,50,2014
NON-STRUCTURE FIRE,Highway vehicles,,,1,2,,,,,,,50,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,50,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,50,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,50,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,,,,,50,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,50,2014
EMERGENCY RESPONSE,Emergency Medical Responses,47,53,95,96,43,47,64,67,,,50,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,50,2014
HAZARD,Hazardous Materials,3,23,4,11,3,10,1,8,,,50,2014
HAZARD,Other HazMat Responses,3,25,5,25,4,7,5,23,,,50,2014
FALSE ALARM,False Alarms (system malfunction/accidental),24,110,13,64,9,50,11,56,,,50,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,50,2014
FALSE ALARM,Other False alarms,47,60,27,44,18,38,32,98,,,50,2014
TRAINING,Training ,,,,,,,,,,,50,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,50,2014
TRAINING,Other events,,,,,,,,,,,50,2014
INSPECTION,Initial Inspections,,,,,,,,,96,,50,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,47,,50,2014
INSPECTION,Registrations,,,,,,,,,,,50,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,4,4,,,,,,,,,50,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,50,2014
FINES,Fines Imposed,,,,,,,,,,,50,2014
FINES,Fines collected,,,,,,,,,,,50,2014
RESIDENTIAL,Private Dwellings,,,,,1,10,1,9,,,51,2014
RESIDENTIAL,Apartments,6,41,,,4,30,3,28,,,51,2014
RESIDENTIAL,Hotels and Motels,1,4,,,,,,,,,51,2014
RESIDENTIAL,All Other Residential,,,,,,,1,7,,,51,2014
STRUCTURE FIRE,Public Assembly,2,6,3,23,1,4,,,,,51,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,1,9,,,51,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,51,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,51,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,51,2014
STRUCTURE FIRE,Storage in Structures,,,1,19,,,,,,,51,2014
STRUCTURE FIRE,Other Structures,,,,,,,1,9,,,51,2014
NON-STRUCTURE FIRE,Highway vehicles,1,4,1,2,,,,,,,51,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,51,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,51,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,51,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,,,,,51,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,51,2014
EMERGENCY RESPONSE,Emergency Medical Responses,42,49,98,104,43,43,48,54,,,51,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,51,2014
HAZARD,Hazardous Materials,2,3,9,60,2,9,1,1,,,51,2014
HAZARD,Other HazMat Responses,3,8,6,22,8,26,5,36,,,51,2014
FALSE ALARM,False Alarms (system malfunction/accidental),25,99,13,60,9,33,15,73,,,51,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,51,2014
FALSE ALARM,Other False alarms,47,60,36,99,37,45,18,34,,,51,2014
TRAINING,Training ,,,,,,,,,,,51,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,51,2014
TRAINING,Other events,,,,,,,,,,,51,2014
INSPECTION,Initial Inspections,,,,,,,,,91,,51,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,53,,51,2014
INSPECTION,Registrations,,,,,,,,,,,51,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,,,,,,,,,,,51,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,51,2014
FINES,Fines Imposed,,,,,,,,,,,51,2014
FINES,Fines collected,,,,,,,,,,,51,2014
RESIDENTIAL,Private Dwellings,,,5,47,4,44,1,1,,,52,2014
RESIDENTIAL,Apartments,7,38,,,2,8,5,32,,,52,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,52,2014
RESIDENTIAL,All Other Residential,2,8,2,8,,,,,,,52,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,52,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,52,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,52,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,1,5,,,52,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,52,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,52,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,52,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,,,,,,,52,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,52,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,52,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",1,1,,,,,,,,,52,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,1,9,,,,,,,52,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,52,2014
EMERGENCY RESPONSE,Emergency Medical Responses,35,37,96,97,45,50,34,35,,,52,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,52,2014
HAZARD,Hazardous Materials,4,29,5,41,1,1,3,10,,,52,2014
HAZARD,Other HazMat Responses,8,22,4,4,3,11,2,2,,,52,2014
FALSE ALARM,False Alarms (system malfunction/accidental),16,65,15,77,12,57,8,35,,,52,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,52,2014
FALSE ALARM,Other False alarms,38,55,23,52,17,41,20,24,,,52,2014
TRAINING,Training ,,,,,,,,,,,52,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,52,2014
TRAINING,Other events,,,,,,,,,,,52,2014
INSPECTION,Initial Inspections,,,,,,,,,103,,52,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,47,,52,2014
INSPECTION,Registrations,,,,,,,,,,,52,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,1,2,,,,,,,,,52,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,52,2014
FINES,Fines Imposed,,,,,,,,,,,52,2014
FINES,Fines collected,,,,,,,,,,,52,2014
